CaseID,weight,tm_start,tm_finish,duration,age_category,education_level,gender,income_level,marital_status,region,is_parent,state,i_develop_strong_emotions_toward_people_i_can_rely_on_num,i_develop_strong_emotions_toward_people_i_can_rely_on,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams_num,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person_num,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person
1396,1.28,3/19/2012,3/19/2012,82.0,25-34,Bachelor's degree or higher,Male,"$40,000 to $49,999",Living with partner,Mid-Atlantic,No,PA,5.0,Somewhat agree,7.0,Strongly agree,6.0,Disagree
1397,1.06,3/19/2012,3/19/2012,32.0,45-54,High school,Male,"$35,000 to $39,999",Divorced,West-North Central,No,MO,4.0,Neither agree nor disagree,6.0,Agree,1.0,Strongly agree
1398,0.68,3/19/2012,3/19/2012,35.0,25-34,High school,Female,"$15,000 to $19,999",Married,West-South Central,Yes,TX,6.0,Agree,7.0,Strongly agree,2.0,Agree
1399,0.41,3/19/2012,3/19/2012,38.0,55-64,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,South Atlantic,Yes,FL,6.0,Agree,6.0,Agree,7.0,Strongly disagree
1400,0.26,3/19/2012,3/19/2012,68.0,18-24,Some college,Female,"$85,000 to $99,999",Living with partner,West-South Central,No,TX,7.0,Strongly agree,7.0,Strongly agree,4.0,Neither agree nor disagree
1401,0.51,3/19/2012,3/19/2012,26.0,55-64,Some college,Male,"$100,000 to $124,999",Married,Mountain,No,NV,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
1402,0.4,3/19/2012,3/19/2012,28.0,45-54,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,South Atlantic,Yes,SC,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1403,1.16,3/19/2012,3/19/2012,79.0,75+,High school,Male,"$20,000 to $24,999",Married,West-North Central,No,MO,6.0,Agree,7.0,Strongly agree,7.0,Strongly disagree
1405,0.62,3/19/2012,3/19/2012,11.0,25-34,Some college,Male,"$35,000 to $39,999",Married,South Atlantic,No,VA,5.0,Somewhat agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1406,3.28,3/19/2012,3/19/2012,69.0,55-64,Bachelor's degree or higher,Female,"$100,000 to $124,999",Divorced,East-North Central,No,IL,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1407,0.44,3/19/2012,3/19/2012,102.0,35-44,Bachelor's degree or higher,Female,"$30,000 to $34,999",Married,South Atlantic,No,FL,6.0,Agree,6.0,Agree,6.0,Disagree
1408,0.65,3/19/2012,3/19/2012,46.0,35-44,High school,Male,"$85,000 to $99,999",Married,Pacific,Yes,WA,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
1409,0.32,3/19/2012,3/19/2012,21.0,45-54,Less than high school,Male,"$20,000 to $24,999",Divorced,Mountain,No,NV,4.0,Neither agree nor disagree,5.0,Somewhat agree,1.0,Strongly agree
1410,0.42,3/19/2012,3/19/2012,44.0,55-64,High school,Male,"$15,000 to $19,999",Widowed,East-North Central,No,OH,3.0,Somewhat disagree,6.0,Agree,3.0,Somewhat agree
1411,3.01,3/19/2012,3/19/2012,223.0,35-44,High school,Male,"$30,000 to $34,999",Married,Pacific,Yes,CA,4.0,Neither agree nor disagree,7.0,Strongly agree,4.0,Neither agree nor disagree
1413,2.73,3/19/2012,3/19/2012,44.0,35-44,Some college,Female,"$40,000 to $49,999",Married,East-South Central,Yes,AL,5.0,Somewhat agree,7.0,Strongly agree,4.0,Neither agree nor disagree
1414,0.55,3/19/2012,3/19/2012,84.0,55-64,Some college,Male,"$35,000 to $39,999",Divorced,East-North Central,No,MI,5.0,Somewhat agree,5.0,Somewhat agree,7.0,Strongly disagree
1415,1.54,3/19/2012,3/19/2012,21.0,35-44,Bachelor's degree or higher,Female,"$40,000 to $49,999",Married,West-South Central,No,OK,6.0,Agree,6.0,Agree,6.0,Disagree
1416,1.74,3/19/2012,3/19/2012,10.0,18-24,Less than high school,Female,"<$5,000",Never married,East-North Central,Yes,IN,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1417,2.45,3/19/2012,3/19/2012,41.0,55-64,High school,Female,"$60,000 to $74,999",Living with partner,East-North Central,No,OH,6.0,Agree,6.0,Agree,1.0,Strongly agree
1418,2.14,3/19/2012,3/19/2012,49.0,18-24,Some college,Female,"$60,000 to $74,999",Married,West-South Central,Yes,TX,5.0,Somewhat agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1419,0.35,3/19/2012,3/19/2012,45.0,35-44,Bachelor's degree or higher,Male,"$75,000 to $84,999",Married,Pacific,Yes,CA,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
1420,0.35,3/19/2012,3/19/2012,81.0,65-74,Some college,Female,"$25,000 to $29,999",Never married,Pacific,No,CA,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1422,1.05,3/19/2012,3/20/2012,1015.0,55-64,Less than high school,Male,"$7,500 to $9,999",Divorced,South Atlantic,No,GA,6.0,Agree,3.0,Somewhat disagree,3.0,Somewhat agree
1423,1.22,3/19/2012,3/20/2012,1294.0,65-74,Some college,Female,"$15,000 to $19,999",Married,Mid-Atlantic,No,PA,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
1424,1.2,3/19/2012,3/19/2012,58.0,18-24,Less than high school,Male,"$85,000 to $99,999",Never married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,4.0,Neither agree nor disagree
1425,0.76,3/19/2012,3/19/2012,59.0,75+,Less than high school,Male,"$12,500 to $14,999",Married,West-North Central,No,MO,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
1426,0.34,3/19/2012,3/19/2012,23.0,45-54,Bachelor's degree or higher,Female,"$60,000 to $74,999",Widowed,South Atlantic,Yes,GA,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
1427,2.33,3/19/2012,3/20/2012,51.0,25-34,Bachelor's degree or higher,Female,"$125,000 to $149,999",Married,West-North Central,No,MN,6.0,Agree,6.0,Agree,6.0,Disagree
1428,0.41,3/19/2012,3/20/2012,75.0,55-64,Less than high school,Male,"$30,000 to $34,999",Married,East-North Central,No,WI,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1429,0.81,3/19/2012,3/20/2012,64.0,55-64,Bachelor's degree or higher,Male,"$60,000 to $74,999",Living with partner,South Atlantic,No,VA,4.0,Neither agree nor disagree,6.0,Agree,2.0,Agree
1430,0.44,3/20/2012,3/20/2012,39.0,55-64,High school,Female,"$125,000 to $149,999",Married,East-North Central,No,OH,6.0,Agree,7.0,Strongly agree,7.0,Strongly disagree
1431,0.56,3/20/2012,3/20/2012,35.0,65-74,High school,Male,"$150,000 to $174,999",Married,Mountain,No,NV,6.0,Agree,6.0,Agree,2.0,Agree
1432,0.21,3/20/2012,3/20/2012,39.0,55-64,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,Mountain,No,NM,7.0,Strongly agree,6.0,Agree,3.0,Somewhat agree
1433,0.44,3/20/2012,3/20/2012,35.0,55-64,Some college,Female,"$40,000 to $49,999",Married,Pacific,No,OR,4.0,Neither agree nor disagree,7.0,Strongly agree,7.0,Strongly disagree
1435,1.53,3/20/2012,3/20/2012,60.0,35-44,High school,Female,"$12,500 to $14,999",Never married,Mountain,No,CO,5.0,Somewhat agree,4.0,Neither agree nor disagree,5.0,Somewhat disagree
1438,0.39,3/20/2012,3/20/2012,29.0,45-54,High school,Male,"$40,000 to $49,999",Married,Mid-Atlantic,No,PA,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
1439,1.32,3/20/2012,3/20/2012,82.0,45-54,Less than high school,Female,"$5,000 to $7,499",Never married,West-South Central,No,OK,4.0,Neither agree nor disagree,6.0,Agree,4.0,Neither agree nor disagree
1440,0.65,3/20/2012,3/20/2012,21.0,35-44,High school,Male,"$35,000 to $39,999",Married,East-South Central,No,KY,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1441,1.62,3/20/2012,3/20/2012,46.0,45-54,Some college,Female,"$30,000 to $34,999",Married,South Atlantic,No,GA,7.0,Strongly agree,4.0,Neither agree nor disagree,6.0,Disagree
1442,1.13,3/20/2012,3/20/2012,62.0,55-64,High school,Female,"$5,000 to $7,499",Married,South Atlantic,No,VA,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
1443,0.53,3/20/2012,3/20/2012,51.0,45-54,Some college,Female,"$40,000 to $49,999",Married,East-North Central,Yes,OH,7.0,Strongly agree,5.0,Somewhat agree,7.0,Strongly disagree
1444,1.19,3/20/2012,3/20/2012,48.0,65-74,High school,Female,"$25,000 to $29,999",Widowed,West-South Central,No,TX,5.0,Somewhat agree,5.0,Somewhat agree,6.0,Disagree
1446,1.02,3/20/2012,3/20/2012,21.0,35-44,High school,Male,"$20,000 to $24,999",Married,Mid-Atlantic,Yes,PA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1447,0.48,3/20/2012,3/20/2012,59.0,75+,Some college,Male,"$40,000 to $49,999",Married,Mid-Atlantic,No,NY,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1448,1.26,3/20/2012,3/20/2012,60.0,55-64,Less than high school,Female,"$5,000 to $7,499",Divorced,Mid-Atlantic,No,NJ,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
1449,2.69,3/20/2012,3/20/2012,76.0,45-54,High school,Female,"$30,000 to $34,999",Married,Mountain,No,NV,7.0,Strongly agree,6.0,Agree,4.0,Neither agree nor disagree
1450,2.24,3/20/2012,3/20/2012,26.0,35-44,Some college,Female,"$60,000 to $74,999",Living with partner,Mid-Atlantic,No,PA,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
1451,0.43,3/20/2012,3/20/2012,221.0,45-54,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,West-South Central,No,LA,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1452,1.89,3/20/2012,3/20/2012,28.0,18-24,High school,Female,"$25,000 to $29,999",Never married,Mid-Atlantic,No,NJ,7.0,Strongly agree,5.0,Somewhat agree,6.0,Disagree
1453,0.61,3/20/2012,3/20/2012,13.0,25-34,Some college,Male,"$25,000 to $29,999",Married,West-North Central,No,MN,6.0,Agree,5.0,Somewhat agree,2.0,Agree
1454,0.3,3/20/2012,3/20/2012,36.0,18-24,Bachelor's degree or higher,Male,">=$175,000",Never married,Pacific,No,WA,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1455,1.07,3/20/2012,3/20/2012,25.0,25-34,Some college,Male,"$12,500 to $14,999",Never married,Pacific,No,AK,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1457,1.46,3/20/2012,3/20/2012,52.0,75+,Some college,Male,"$85,000 to $99,999",Divorced,South Atlantic,No,FL,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1458,0.66,3/20/2012,3/20/2012,25.0,45-54,High school,Male,"$60,000 to $74,999",Married,East-North Central,No,WI,6.0,Agree,6.0,Agree,5.0,Somewhat disagree
1459,1.67,3/20/2012,3/21/2012,25.0,35-44,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,South Atlantic,No,NC,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
1460,1.56,3/21/2012,3/21/2012,50.0,55-64,High school,Female,"$50,000 to $59,999",Married,South Atlantic,No,VA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,2.0,Agree
1461,0.39,3/21/2012,3/21/2012,64.0,35-44,Less than high school,Male,"$60,000 to $74,999",Separated,Pacific,No,CA,4.0,Neither agree nor disagree,6.0,Agree,2.0,Agree
1462,1.27,3/21/2012,3/21/2012,146.0,25-34,High school,Female,"$40,000 to $49,999",Never married,Pacific,Yes,CA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1465,0.74,3/21/2012,3/21/2012,26.0,45-54,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,East-North Central,No,MI,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1466,2.9,3/21/2012,3/21/2012,25.0,25-34,Some college,Female,"$75,000 to $84,999",Married,Pacific,Yes,WA,6.0,Agree,7.0,Strongly agree,7.0,Strongly disagree
1467,1.22,3/21/2012,3/21/2012,103.0,18-24,Some college,Female,"$150,000 to $174,999",Never married,South Atlantic,No,VA,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1468,1.41,3/21/2012,3/21/2012,49.0,55-64,Some college,Female,"$60,000 to $74,999",Divorced,West-South Central,No,OK,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
1469,1.12,3/21/2012,3/21/2012,54.0,25-34,Less than high school,Female,"$50,000 to $59,999",Married,South Atlantic,Yes,FL,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1471,0.93,3/21/2012,3/21/2012,26.0,25-34,Less than high school,Male,"$15,000 to $19,999",Never married,South Atlantic,No,NC,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
1472,0.53,3/21/2012,3/21/2012,47.0,65-74,High school,Male,"$100,000 to $124,999",Married,West-South Central,No,OK,4.0,Neither agree nor disagree,7.0,Strongly agree,2.0,Agree
1473,0.23,3/21/2012,3/21/2012,18.0,55-64,Bachelor's degree or higher,Female,"$125,000 to $149,999",Married,South Atlantic,No,FL,6.0,Agree,6.0,Agree,7.0,Strongly disagree
1474,0.73,3/21/2012,3/21/2012,14.0,35-44,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,Mid-Atlantic,Yes,NJ,6.0,Agree,6.0,Agree,3.0,Somewhat agree
1475,0.89,3/21/2012,3/21/2012,36.0,55-64,High school,Female,"$10,000 to $12,499",Divorced,West-South Central,No,TX,-1.0,Refused,4.0,Neither agree nor disagree,1.0,Strongly agree
1476,0.9,3/21/2012,3/21/2012,67.0,45-54,High school,Male,"$50,000 to $59,999",Married,East-North Central,No,IL,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1477,1.39,3/21/2012,3/21/2012,30.0,25-34,Some college,Male,"<$5,000",Never married,South Atlantic,No,FL,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1478,0.22,3/21/2012,3/21/2012,244.0,18-24,High school,Female,"$60,000 to $74,999",Never married,Pacific,No,CA,4.0,Neither agree nor disagree,7.0,Strongly agree,3.0,Somewhat agree
1479,1.33,3/21/2012,3/21/2012,43.0,25-34,Bachelor's degree or higher,Male,"$40,000 to $49,999",Living with partner,South Atlantic,No,NC,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
1480,2.91,3/21/2012,3/21/2012,46.0,25-34,Some college,Female,"$50,000 to $59,999",Living with partner,Mountain,Yes,MT,-1.0,Refused,-1.0,Refused,3.0,Somewhat agree
1481,0.87,3/21/2012,3/21/2012,20.0,45-54,High school,Female,"$150,000 to $174,999",Married,West-South Central,No,TX,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1482,0.14,3/21/2012,3/21/2012,20.0,25-34,High school,Female,"$25,000 to $29,999",Living with partner,East-North Central,Yes,OH,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1483,0.47,3/21/2012,3/21/2012,39.0,55-64,Less than high school,Female,"$35,000 to $39,999",Divorced,South Atlantic,No,GA,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
1484,0.47,3/21/2012,3/21/2012,66.0,45-54,Less than high school,Female,"$20,000 to $24,999",Living with partner,Mountain,No,AZ,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
1485,0.3,3/21/2012,3/21/2012,37.0,55-64,Bachelor's degree or higher,Male,"$35,000 to $39,999",Married,South Atlantic,No,NC,6.0,Agree,6.0,Agree,6.0,Disagree
1486,0.68,3/22/2012,3/22/2012,70.0,65-74,Some college,Female,"$60,000 to $74,999",Married,West-South Central,No,TX,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
1488,0.81,3/22/2012,3/22/2012,6.0,25-34,Less than high school,Male,"<$5,000",Divorced,West-South Central,No,TX,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
1489,1.51,3/22/2012,3/22/2012,1067.0,55-64,Some college,Female,"$15,000 to $19,999",Widowed,Pacific,No,CA,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
1490,0.5,3/22/2012,3/22/2012,45.0,75+,Some college,Female,"$125,000 to $149,999",Married,New England,No,MA,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
1491,0.35,3/22/2012,3/22/2012,49.0,75+,Some college,Female,"$30,000 to $34,999",Widowed,Mid-Atlantic,No,PA,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
1492,0.31,3/22/2012,3/22/2012,58.0,65-74,Less than high school,Female,"$7,500 to $9,999",Divorced,West-South Central,No,TX,6.0,Agree,7.0,Strongly agree,2.0,Agree
1493,0.73,3/22/2012,3/22/2012,25.0,25-34,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,South Atlantic,No,VA,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
1494,0.68,3/22/2012,3/22/2012,49.0,35-44,Some college,Male,"$150,000 to $174,999",Never married,South Atlantic,No,NC,4.0,Neither agree nor disagree,6.0,Agree,5.0,Somewhat disagree
1495,1.05,3/22/2012,3/22/2012,25.0,35-44,Bachelor's degree or higher,Male,"$100,000 to $124,999",Never married,Pacific,No,WA,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
1496,0.86,3/22/2012,3/22/2012,64.0,25-34,Bachelor's degree or higher,Male,"$60,000 to $74,999",Married,East-North Central,Yes,IN,7.0,Strongly agree,6.0,Agree,2.0,Agree
1497,0.36,3/22/2012,3/23/2012,1461.0,45-54,High school,Female,"$150,000 to $174,999",Married,West-North Central,Yes,MN,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
1498,0.36,3/22/2012,3/22/2012,43.0,55-64,High school,Female,"$60,000 to $74,999",Married,Mid-Atlantic,No,PA,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
1499,2.14,3/22/2012,3/22/2012,74.0,45-54,Less than high school,Male,"$12,500 to $14,999",Married,West-South Central,No,TX,7.0,Strongly agree,7.0,Strongly agree,6.0,Disagree
1500,1.01,3/22/2012,3/22/2012,89.0,45-54,Some college,Male,"$50,000 to $59,999",Married,West-South Central,No,TX,5.0,Somewhat agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1501,1.03,3/22/2012,3/22/2012,63.0,45-54,Less than high school,Female,"$60,000 to $74,999",Married,Pacific,No,CA,3.0,Somewhat disagree,6.0,Agree,5.0,Somewhat disagree
1502,1.44,3/22/2012,3/22/2012,40.0,65-74,High school,Female,"$40,000 to $49,999",Separated,New England,No,MA,5.0,Somewhat agree,6.0,Agree,2.0,Agree
1503,2.93,3/22/2012,3/22/2012,92.0,55-64,Less than high school,Female,"$10,000 to $12,499",Divorced,West-North Central,No,MO,7.0,Strongly agree,1.0,Strongly disagree,3.0,Somewhat agree
1504,0.59,3/22/2012,3/22/2012,105.0,35-44,Some college,Female,"$100,000 to $124,999",Married,West-North Central,No,MN,7.0,Strongly agree,6.0,Agree,7.0,Strongly disagree
1505,1.46,3/22/2012,3/22/2012,29.0,75+,Less than high school,Male,"$15,000 to $19,999",Married,South Atlantic,No,FL,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
1506,1.43,3/22/2012,3/22/2012,45.0,35-44,Less than high school,Female,"<$5,000",Separated,Mid-Atlantic,No,NJ,5.0,Somewhat agree,4.0,Neither agree nor disagree,3.0,Somewhat agree
1507,0.8,3/22/2012,3/22/2012,27.0,45-54,Some college,Female,"$40,000 to $49,999",Married,East-North Central,No,IN,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
1508,0.32,3/23/2012,3/23/2012,81.0,65-74,High school,Male,"$35,000 to $39,999",Married,South Atlantic,No,GA,6.0,Agree,6.0,Agree,5.0,Somewhat disagree
1509,0.41,3/23/2012,3/23/2012,35.0,65-74,Some college,Male,"$85,000 to $99,999",Widowed,South Atlantic,No,MD,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,6.0,Disagree
1511,0.9,3/23/2012,3/23/2012,51.0,45-54,Some college,Female,"$60,000 to $74,999",Never married,Pacific,No,WA,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
1512,2.3,3/23/2012,3/23/2012,7.0,35-44,Less than high school,Male,"$40,000 to $49,999",Married,Pacific,Yes,CA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1514,0.87,3/23/2012,3/23/2012,54.0,18-24,Less than high school,Male,"$100,000 to $124,999",Never married,South Atlantic,No,NC,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
1515,0.56,3/23/2012,3/23/2012,45.0,35-44,Some college,Male,"$125,000 to $149,999",Never married,West-South Central,No,TX,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
1516,0.38,3/23/2012,3/23/2012,180.0,55-64,Bachelor's degree or higher,Female,"$85,000 to $99,999",Divorced,South Atlantic,No,MD,7.0,Strongly agree,6.0,Agree,2.0,Agree
1517,0.74,3/23/2012,3/24/2012,734.0,18-24,High school,Female,"$100,000 to $124,999",Never married,Mid-Atlantic,No,PA,5.0,Somewhat agree,2.0,Disagree,1.0,Strongly agree
1518,1.06,3/23/2012,3/23/2012,32.0,45-54,High school,Female,"$100,000 to $124,999",Married,West-South Central,No,AR,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
1519,,,,,,,,,,,,,,,,,,
1520,,,,,,,,,,,,,,,,,,
1522,,,,,,,,,,,,,,,,,,
1523,,,,,,,,,,,,,,,,,,
1524,,,,,,,,,,,,,,,,,,
1525,,,,,,,,,,,,,,,,,,
1526,,,,,,,,,,,,,,,,,,
1527,,,,,,,,,,,,,,,,,,
1528,,,,,,,,,,,,,,,,,,
1531,,,,,,,,,,,,,,,,,,
1532,,,,,,,,,,,,,,,,,,
1533,,,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,,,
1535,,,,,,,,,,,,,,,,,,
1536,,,,,,,,,,,,,,,,,,
1537,,,,,,,,,,,,,,,,,,
1538,,,,,,,,,,,,,,,,,,
1539,,,,,,,,,,,,,,,,,,
1540,,,,,,,,,,,,,,,,,,
1541,,,,,,,,,,,,,,,,,,
1542,,,,,,,,,,,,,,,,,,
1544,,,,,,,,,,,,,,,,,,
1545,,,,,,,,,,,,,,,,,,
1546,,,,,,,,,,,,,,,,,,
1548,,,,,,,,,,,,,,,,,,
1549,,,,,,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,,,
1552,,,,,,,,,,,,,,,,,,
1554,,,,,,,,,,,,,,,,,,
1556,,,,,,,,,,,,,,,,,,
1558,,,,,,,,,,,,,,,,,,
1560,,,,,,,,,,,,,,,,,,
1563,,,,,,,,,,,,,,,,,,
1564,,,,,,,,,,,,,,,,,,
1565,,,,,,,,,,,,,,,,,,
1566,,,,,,,,,,,,,,,,,,
1567,,,,,,,,,,,,,,,,,,
1568,,,,,,,,,,,,,,,,,,
1569,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,
1571,,,,,,,,,,,,,,,,,,
1573,,,,,,,,,,,,,,,,,,
1574,,,,,,,,,,,,,,,,,,
1575,,,,,,,,,,,,,,,,,,
1576,,,,,,,,,,,,,,,,,,
1577,,,,,,,,,,,,,,,,,,
1578,,,,,,,,,,,,,,,,,,
1581,,,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,
1584,,,,,,,,,,,,,,,,,,
1585,,,,,,,,,,,,,,,,,,
1586,,,,,,,,,,,,,,,,,,
1589,,,,,,,,,,,,,,,,,,
1590,,,,,,,,,,,,,,,,,,
1591,,,,,,,,,,,,,,,,,,
1592,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,
1596,,,,,,,,,,,,,,,,,,
1597,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,
1599,,,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,
1602,,,,,,,,,,,,,,,,,,
1603,,,,,,,,,,,,,,,,,,
1604,,,,,,,,,,,,,,,,,,
1605,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,,,
1607,,,,,,,,,,,,,,,,,,
1608,,,,,,,,,,,,,,,,,,
1609,,,,,,,,,,,,,,,,,,
1611,,,,,,,,,,,,,,,,,,
1612,,,,,,,,,,,,,,,,,,
1613,,,,,,,,,,,,,,,,,,
1615,,,,,,,,,,,,,,,,,,
1616,,,,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,
1619,,,,,,,,,,,,,,,,,,
1620,,,,,,,,,,,,,,,,,,
1621,,,,,,,,,,,,,,,,,,
1622,,,,,,,,,,,,,,,,,,
1623,,,,,,,,,,,,,,,,,,
1624,,,,,,,,,,,,,,,,,,
1625,,,,,,,,,,,,,,,,,,
1626,,,,,,,,,,,,,,,,,,
1627,,,,,,,,,,,,,,,,,,
1628,,,,,,,,,,,,,,,,,,
1629,,,,,,,,,,,,,,,,,,
1630,,,,,,,,,,,,,,,,,,
1631,,,,,,,,,,,,,,,,,,
1633,,,,,,,,,,,,,,,,,,
1634,,,,,,,,,,,,,,,,,,
1635,,,,,,,,,,,,,,,,,,
1636,,,,,,,,,,,,,,,,,,
1637,,,,,,,,,,,,,,,,,,
1639,,,,,,,,,,,,,,,,,,
1640,,,,,,,,,,,,,,,,,,
1642,,,,,,,,,,,,,,,,,,
1644,,,,,,,,,,,,,,,,,,
1645,,,,,,,,,,,,,,,,,,
1646,,,,,,,,,,,,,,,,,,
1647,,,,,,,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,
1649,,,,,,,,,,,,,,,,,,
1650,,,,,,,,,,,,,,,,,,
1651,,,,,,,,,,,,,,,,,,
1653,,,,,,,,,,,,,,,,,,
1654,,,,,,,,,,,,,,,,,,
